office.DATE_KEY,office.FORM,office.PROJECT_STATUS,office.CONSTRUCTOR_KEY,office.DEVELOPER_KEY,office.LOCATION_KEY,office.OPERATOR_KEY,office.PROJECT_KEY,office.OCCUPANCY,office.LEASED,office.GFA,office.EFFICIENCY,office.NLA,office.VACANT_AREA,office.AVERAGE_GROSS_RENT,office.AGENT_NAME,office.CONSTRUCTION_STATUS,office.NOTE,project.SECTOR,project.PROJECT_KEY,project.PROJECT_NAME_DOC,project.PROJECT_PHASE,project.SUB_PROJECT_TYPE,project.ORIGINAL_SUB_PROJECT_NAME_DOC,project.LAUNCHING_TIME,project.CURRENT_GRADE,developer.MAIN_DEVELOPER_NAME_DOC,location.CITY_NAME_DOC,location.DISTRICT_NAME_DOC,operator.MAIN_OPERATOR_NAME_DOC,constructor.MAIN_CONSTRUCTOR_NAME_DOC,LAT,LONG,Unnamed: 33
20210930,Future,Future,,,,,,,,,,"8,775",,,,,,OFFICE,43466,8/260 Cau Giay,,Traditional office,8/260 Cau Giay,2030.0,,Cultural Construction Jsc.,Ha Noi City,Cau Giay District,,,21.028868,105.80456699999999,
20210930,Future,Future,,,,,,,,,,"26,880",,,,,,OFFICE,43467,76 Nguyen Trai,,Traditional office,76 Nguyen Trai,2030.0,,"Ha Noi Mechanical Co., Ltd. (HAMECO) ",Ha Noi City,Thanh Xuan District,,,21.001017,105.817123,
20210930,Future,Future,,,,,,,,,,,,,,,,OFFICE,43468,Vithaco,,Traditional office,Vithaco,2030.0,,Vithaco,Ha Noi City,Dong Da District,,,21.008238000000002,105.83877,
20210930,Future,Future,,,,,,,,,,,,,,,,OFFICE,43469,254 Hoang Quoc Viet,,Traditional office,254 Hoang Quoc Viet,2030.0,,Long Giang Land,Ha Noi City,Cau Giay District,,,21.0464,105.782808,
20210930,Future,Future,,,,,,,,,,"91,592",,,,,,OFFICE,43470,PVT Diamond Tower,,Traditional office,Pvt Diamond Tower,2030.0,A,Petrochemical ,Ha Noi City,Cau Giay District,,,21.015795999999998,105.78491399999999,
20210930,Future,Future,,,,,,,,,,"72,128",,,,,,OFFICE,43471,Sun Grand City Constrexim Complex,,Traditional office,Sun Grand City Constrexim Complex,2030.0,,Sun Group,Ha Noi City,Cau Giay District,,,21.034233,105.78067,
20210930,Future,Future,,,,,,,,,,"32,321",,,,,,OFFICE,43472,TD-Handico C3 Plaza,,Traditional office,Td-Handico C3 Plaza,2030.0,,TD Group - Handico,Ha Noi City,Cau Giay District,,,21.012970000000003,105.793282,
20210930,Future,Future,,,,,,,,,,,,,,,,OFFICE,24886,Royal Park,,Traditional office,Royal Park,2030.0,B,Song Hong Investment Construction Trading Jsc.,Ha Noi City,Thanh Xuan District,,,20.998195000000003,105.805264,
20210930,Future,Future,,,,,,,,,,"8,410",,,,,,OFFICE,43473,11A Cat Linh,,Traditional office,11A Cat Linh,2030.0,,ThaiGroup,Ha Noi City,Dong Da District,,,21.027986,105.833114,
20210930,Future,Future,,,,,,,,,,"9,078",,,,,,OFFICE,24887,Techcombank,,Traditional office,Techcombank,2022.0,A,Techcombank,Ha Noi City,Hoan Kiem District,,,21.024224,105.84915,
